id,order_id,product_id,quantity,unit_price
1151,388,54,4,496.49
1152,388,42,2,290.62
1153,389,15,2,328.76
1154,389,60,3,110.98
1155,389,85,1,327.87
1156,389,45,4,74.65
1157,390,100,4,457.25
1158,390,63,5,116.46
1159,391,88,2,285.64
1160,391,4,3,69.72
1161,391,35,5,311.17
1162,391,28,4,100.54
1163,392,72,3,128.07
1164,393,87,3,458.02
1165,393,53,4,75.17
1166,393,57,4,413.45
1167,394,34,1,348.24
1168,394,35,4,311.17
1169,394,94,2,78.58
1170,394,44,1,54.56
1171,395,58,4,145.07
1172,395,29,5,13.35
1173,395,22,5,252.02
1174,396,100,1,457.25
1175,396,79,5,404.28
1176,397,17,5,123.79
1177,397,70,1,395.04
1178,397,93,1,235.81
1179,398,12,3,361.51
1180,398,46,5,283.81
1181,398,9,1,77.26
1182,398,67,2,118.31
1183,399,69,2,282.37
1184,399,21,5,149.44
1185,399,51,2,193.49
1186,400,21,3,149.44
1187,400,43,4,226.5
1188,400,28,5,100.54
1189,401,2,1,355.4
1190,401,3,5,245.1
1191,402,65,4,292.96
1192,403,6,2,30.61
1193,403,37,3,213.76
1194,403,4,2,69.72
1195,403,81,2,478.94
1196,404,35,1,311.17
1197,405,84,4,167.59
1198,405,17,3,123.79
1199,405,11,1,322.59
1200,405,10,5,128.8
1201,406,3,1,245.1
1202,406,96,5,421.14
1203,406,78,2,340.1
1204,406,13,5,482.61
1205,407,25,5,370.94
1206,407,40,3,354.85
1207,407,55,5,419.06
1208,407,96,1,421.14
1209,408,36,4,85.06
1210,408,26,1,95.99
1211,408,34,5,348.24
1212,409,49,3,275.17
1213,409,55,1,419.06
1214,409,29,4,13.35
1215,409,72,3,128.07
1216,410,37,5,213.76
1217,410,65,2,292.96
1218,410,49,1,275.17
1219,410,64,4,256.91
1220,411,98,5,43.3
1221,411,92,1,136.09
1222,411,58,2,145.07
1223,412,4,4,69.72
1224,412,99,2,233.44
1225,412,58,3,145.07
1226,412,62,5,372.87
1227,412,14,3,329.92
1228,413,19,1,396.1
1229,413,13,5,482.61
1230,413,22,2,252.02
1231,414,76,2,461.89
1232,414,11,2,322.59
1233,414,52,5,194.07
1234,414,61,5,302.91
1235,415,98,2,43.3
1236,415,8,4,109.01
1237,415,33,4,346.18
1238,415,40,3,354.85
1239,415,20,1,14.54
1240,416,89,5,137.78
1241,416,77,4,365.05
1242,416,1,3,146.71
1243,417,97,5,384.53
1244,417,63,5,116.46
1245,418,41,2,40.26
1246,418,42,4,290.62
1247,418,91,4,289.2
1248,418,66,5,157.86
1249,419,14,4,329.92
1250,420,49,2,275.17
1251,421,21,5,149.44
1252,422,22,2,252.02
1253,423,15,1,328.76
1254,423,55,4,419.06
1255,423,22,5,252.02
1256,423,63,2,116.46
1257,424,54,4,496.49
1258,424,2,3,355.4
1259,424,16,4,149.85
1260,424,38,3,402.98
1261,424,67,3,118.31
1262,425,48,5,45.78
1263,425,84,2,167.59
1264,425,19,3,396.1
1265,425,67,2,118.31
1266,425,79,3,404.28
1267,426,78,3,340.1
1268,426,61,4,302.91
1269,426,27,3,262.49
1270,426,96,2,421.14
1271,426,22,5,252.02
1272,427,2,3,355.4
1273,427,54,2,496.49
1274,427,20,4,14.54
1275,427,9,1,77.26
1276,428,90,2,154.64
1277,428,26,1,95.99
1278,428,69,4,282.37
1279,429,13,1,482.61
1280,429,80,4,116.34
1281,429,77,2,365.05
1282,430,45,5,74.65
1283,431,45,1,74.65
1284,431,25,3,370.94
1285,432,55,5,419.06
1286,432,94,3,78.58
1287,432,48,5,45.78
1288,433,33,5,346.18
1289,433,70,2,395.04
1290,433,10,5,128.8
1291,433,20,1,14.54
1292,434,36,2,85.06
1293,434,34,5,348.24
1294,435,17,5,123.79
1295,436,83,4,354.85
1296,436,43,5,226.5
1297,436,99,5,233.44
1298,436,78,3,340.1
1299,436,95,5,495.26
1300,437,27,2,262.49
1301,437,1,2,146.71
1302,437,28,1,100.54
1303,437,79,2,404.28
1304,438,22,4,252.02
1305,438,1,3,146.71
1306,439,7,2,462.76
1307,440,57,4,413.45
1308,440,86,4,442.58
1309,440,42,3,290.62
1310,440,65,1,292.96
1311,440,31,5,138.16
1312,441,49,4,275.17
1313,441,91,4,289.2
1314,441,46,3,283.81
1315,441,67,3,118.31
1316,442,11,5,322.59
1317,442,28,2,100.54
1318,442,82,3,375.97
1319,442,92,2,136.09
1320,442,56,5,340.01
1321,443,63,3,116.46
1322,443,88,1,285.64
1323,443,72,4,128.07
1324,443,84,3,167.59
1325,444,4,3,69.72
1326,444,60,3,110.98
1327,445,28,5,100.54
1328,445,72,2,128.07
1329,445,49,3,275.17
1330,445,23,1,143.69
1331,446,57,3,413.45
1332,446,68,2,474.77
1333,447,76,3,461.89
1334,448,13,3,482.61
1335,448,33,5,346.18
1336,448,2,5,355.4
1337,449,5,3,411.0
1338,449,83,4,354.85
1339,449,51,1,193.49
1340,450,36,1,85.06
1341,450,74,1,484.22
1342,450,92,4,136.09
1343,451,81,4,478.94
1344,451,63,2,116.46
1345,451,61,5,302.91
1346,451,14,1,329.92
1347,451,48,1,45.78
1348,452,92,2,136.09
1349,452,91,2,289.2
1350,452,17,1,123.79
1351,452,54,1,496.49
1352,452,8,4,109.01
1353,453,41,1,40.26
1354,454,36,2,85.06
1355,454,84,5,167.59
1356,454,95,1,495.26
1357,454,43,3,226.5
1358,454,91,2,289.2
1359,455,93,3,235.81
1360,455,67,1,118.31
1361,455,86,4,442.58
1362,455,54,1,496.49
1363,455,9,2,77.26
1364,456,19,3,396.1
1365,456,11,2,322.59
1366,456,57,1,413.45
1367,456,36,5,85.06
1368,456,26,5,95.99
1369,457,23,1,143.69
1370,457,40,3,354.85
1371,457,72,3,128.07
1372,457,16,3,149.85
1373,458,73,1,404.83
1374,458,73,4,404.83
1375,458,12,1,361.51
1376,458,12,2,361.51
1377,459,24,3,368.25
1378,460,81,1,478.94
1379,460,99,2,233.44
1380,460,2,2,355.4
1381,460,82,3,375.97
1382,460,59,1,406.64
1383,461,40,2,354.85
1384,461,96,2,421.14
1385,462,7,4,462.76
1386,462,91,3,289.2
1387,462,23,3,143.69
1388,463,73,3,404.83
1389,463,53,2,75.17
1390,464,35,2,311.17
1391,464,23,3,143.69
1392,465,90,4,154.64
1393,465,34,1,348.24
1394,465,63,3,116.46
1395,466,47,3,204.01
1396,466,99,5,233.44
1397,466,58,2,145.07
1398,466,5,5,411.0
1399,466,50,2,25.55
1400,467,73,2,404.83
1401,467,90,4,154.64
1402,467,45,3,74.65
1403,467,27,3,262.49
1404,467,90,5,154.64
1405,468,96,3,421.14
1406,468,12,5,361.51
1407,468,99,2,233.44
1408,468,34,2,348.24
1409,468,60,3,110.98
1410,469,15,5,328.76
1411,470,61,2,302.91
1412,470,60,5,110.98
1413,471,48,5,45.78
1414,471,49,5,275.17
1415,471,5,3,411.0
1416,472,81,3,478.94
1417,473,21,4,149.44
1418,474,43,3,226.5
1419,474,83,1,354.85
1420,474,24,3,368.25
1421,474,40,2,354.85
1422,475,70,2,395.04
1423,475,97,1,384.53
1424,475,57,5,413.45
1425,475,59,5,406.64
1426,476,89,4,137.78
1427,476,94,4,78.58
1428,476,61,2,302.91
1429,476,33,3,346.18
1430,476,77,3,365.05
1431,477,87,4,458.02
1432,477,39,1,437.84
1433,477,30,5,477.48
1434,477,14,4,329.92
1435,478,100,3,457.25
1436,478,74,4,484.22
1437,478,76,1,461.89
1438,478,21,5,149.44
1439,479,39,5,437.84
1440,479,90,5,154.64
1441,480,73,2,404.83
1442,480,17,3,123.79
1443,481,12,3,361.51
1444,482,45,4,74.65
1445,482,51,2,193.49
1446,483,1,2,146.71
1447,483,26,2,95.99
1448,483,39,3,437.84
1449,483,11,2,322.59
1450,484,27,4,262.49
1451,484,12,2,361.51
1452,485,88,5,285.64
1453,485,100,3,457.25
1454,486,62,2,372.87
1455,487,13,4,482.61
1456,487,71,4,83.12
1457,487,90,2,154.64
1458,488,86,4,442.58
1459,488,60,2,110.98
1460,488,98,1,43.3
1461,488,50,2,25.55
1462,489,98,2,43.3
1463,489,52,3,194.07
1464,489,37,4,213.76
1465,490,51,5,193.49
1466,490,10,3,128.8
1467,490,63,5,116.46
1468,490,4,2,69.72
1469,490,78,2,340.1
1470,491,48,3,45.78
1471,491,44,5,54.56
1472,492,79,5,404.28
1473,493,10,2,128.8
1474,493,18,4,214.76
1475,493,25,1,370.94
1476,493,28,3,100.54
1477,494,12,3,361.51
1478,494,50,2,25.55
1479,494,55,2,419.06
1480,494,37,3,213.76
1481,495,87,4,458.02
1482,495,5,3,411.0
1483,495,54,2,496.49
1484,495,21,4,149.44
1485,496,14,4,329.92
1486,496,11,3,322.59
1487,496,88,1,285.64
1488,496,84,4,167.59
1489,496,2,2,355.4
1490,497,17,5,123.79
1491,497,65,4,292.96
1492,497,88,4,285.64
1493,498,63,4,116.46
1494,499,99,1,233.44
1495,499,39,4,437.84
1496,499,34,1,348.24
1497,499,78,4,340.1
1498,500,48,4,45.78
1499,500,92,3,136.09
1500,500,69,3,282.37
1501,500,15,2,328.76
1502,500,55,5,419.06
1503,501,87,1,458.02
1504,501,20,1,14.54
1505,501,44,5,54.56
1506,501,34,2,348.24
1507,502,79,4,404.28
1508,502,56,1,340.01
1509,502,60,3,110.98
1510,502,6,1,30.61
1511,502,63,4,116.46
1512,503,7,5,462.76
1513,503,88,3,285.64
1514,503,33,4,346.18
1515,504,87,3,458.02
1516,504,99,1,233.44
1517,504,70,3,395.04
1518,505,38,3,402.98
1519,505,54,1,496.49
1520,506,42,3,290.62
1521,506,82,1,375.97
1522,506,77,1,365.05
1523,506,46,1,283.81
1524,507,95,4,495.26
1525,507,32,2,337.22
1526,507,11,5,322.59
1527,507,13,2,482.61
1528,507,94,2,78.58
1529,508,56,3,340.01
1530,508,45,4,74.65
1531,508,89,5,137.78
1532,508,32,5,337.22
1533,509,59,1,406.64
1534,509,10,3,128.8
1535,509,48,1,45.78
1536,509,19,5,396.1
1537,509,93,1,235.81
1538,510,66,1,157.86
1539,510,44,3,54.56
1540,510,55,4,419.06
1541,510,3,2,245.1
1542,511,93,1,235.81
1543,511,56,1,340.01
1544,511,25,5,370.94
1545,512,39,5,437.84
1546,512,66,5,157.86
1547,512,32,1,337.22
1548,513,74,4,484.22
1549,513,28,4,100.54
1550,513,36,2,85.06
1551,514,65,1,292.96
1552,514,78,4,340.1
1553,514,24,3,368.25
1554,515,1,4,146.71
1555,515,27,1,262.49
1556,515,54,2,496.49
1557,516,35,4,311.17
1558,516,77,3,365.05
1559,516,13,2,482.61
1560,517,3,3,245.1
1561,517,29,1,13.35
1562,518,37,5,213.76
1563,518,59,5,406.64
1564,518,54,5,496.49
1565,518,43,5,226.5
1566,518,50,4,25.55
1567,519,2,3,355.4
1568,519,44,3,54.56
1569,519,45,4,74.65
1570,519,20,4,14.54
1571,519,96,4,421.14
1572,520,69,2,282.37
1573,520,87,4,458.02
1574,521,52,1,194.07
1575,521,85,5,327.87
1576,521,11,4,322.59
1577,522,45,1,74.65
1578,522,27,5,262.49
1579,522,48,3,45.78
1580,522,38,3,402.98
1581,522,58,4,145.07
1582,523,20,5,14.54
1583,524,22,5,252.02
1584,524,46,5,283.81
1585,524,56,4,340.01
1586,524,98,1,43.3
1587,524,97,3,384.53
1588,525,96,4,421.14
1589,525,31,4,138.16
1590,525,69,2,282.37
1591,525,49,5,275.17
1592,525,16,1,149.85
1593,526,28,2,100.54
1594,526,15,5,328.76
1595,526,38,2,402.98
1596,526,21,4,149.44
1597,527,53,3,75.17
1598,527,97,2,384.53
1599,527,54,5,496.49
1600,527,36,3,85.06
1601,527,99,3,233.44
1602,528,86,3,442.58
1603,529,69,5,282.37
1604,529,51,2,193.49
1605,529,52,4,194.07
1606,529,97,4,384.53
1607,529,37,4,213.76
1608,530,23,4,143.69
1609,530,37,1,213.76
1610,531,43,4,226.5
1611,531,84,2,167.59
1612,531,88,1,285.64
1613,531,50,5,25.55
1614,531,84,4,167.59
1615,532,53,2,75.17
1616,532,82,1,375.97
1617,532,80,2,116.34
1618,532,18,5,214.76
1619,533,65,1,292.96
1620,533,77,5,365.05
1621,533,94,4,78.58
1622,533,3,3,245.1
1623,533,79,2,404.28
1624,534,73,4,404.83
1625,534,88,1,285.64
1626,535,3,5,245.1
1627,535,84,4,167.59
1628,535,71,5,83.12
1629,536,21,4,149.44
1630,536,48,2,45.78
1631,537,61,2,302.91
1632,537,42,2,290.62
1633,538,9,1,77.26
1634,538,27,5,262.49
1635,538,60,4,110.98
1636,539,88,5,285.64
1637,539,57,2,413.45
1638,540,60,5,110.98
1639,540,83,1,354.85
1640,541,43,2,226.5
1641,541,32,4,337.22
1642,541,93,1,235.81
1643,541,1,1,146.71
1644,541,88,4,285.64
1645,542,61,4,302.91
1646,542,10,4,128.8
1647,542,34,5,348.24
1648,542,16,5,149.85
1649,542,83,5,354.85
1650,543,57,4,413.45
1651,544,38,4,402.98
1652,545,47,4,204.01
1653,546,81,4,478.94
1654,546,55,1,419.06
1655,546,14,2,329.92
1656,546,34,5,348.24
1657,546,97,1,384.53
1658,547,47,4,204.01
1659,547,85,3,327.87
1660,548,32,4,337.22
1661,548,27,3,262.49
1662,549,43,1,226.5
1663,550,91,4,289.2
1664,550,97,2,384.53
1665,550,97,3,384.53
1666,550,44,3,54.56
1667,551,43,4,226.5
1668,551,90,3,154.64
1669,551,73,3,404.83
1670,551,77,1,365.05
1671,552,19,5,396.1
1672,552,37,1,213.76
1673,553,48,5,45.78
1674,553,47,3,204.01
1675,554,92,2,136.09
1676,554,73,3,404.83
1677,554,61,4,302.91
1678,555,20,2,14.54
1679,555,19,5,396.1
1680,555,38,4,402.98
1681,556,82,2,375.97
1682,556,4,2,69.72
1683,556,75,3,129.0
1684,557,75,1,129.0
1685,557,34,3,348.24
1686,558,96,5,421.14
1687,558,52,4,194.07
1688,558,80,2,116.34
1689,558,45,2,74.65
1690,558,76,5,461.89
1691,559,67,3,118.31
1692,559,49,4,275.17
1693,559,83,2,354.85
1694,560,62,2,372.87
1695,560,62,4,372.87
1696,560,2,1,355.4
1697,560,44,2,54.56
1698,560,40,2,354.85
1699,561,20,3,14.54
1700,561,78,1,340.1
1701,562,46,4,283.81
1702,562,59,5,406.64
1703,563,96,5,421.14
1704,564,95,2,495.26
1705,564,47,1,204.01
1706,565,81,1,478.94
1707,565,43,5,226.5
1708,565,9,3,77.26
1709,565,71,5,83.12
1710,566,11,1,322.59
1711,566,58,5,145.07
1712,566,67,2,118.31
1713,566,32,3,337.22
1714,566,95,2,495.26
1715,567,30,4,477.48
1716,567,23,1,143.69
1717,568,35,5,311.17
1718,568,36,1,85.06
1719,568,96,2,421.14
1720,568,94,1,78.58
1721,568,17,5,123.79
1722,569,8,2,109.01
1723,569,30,2,477.48
1724,569,75,5,129.0
1725,570,60,1,110.98
1726,570,69,1,282.37
1727,570,41,1,40.26
1728,570,26,4,95.99
1729,571,57,1,413.45
1730,572,26,1,95.99
1731,572,70,5,395.04
1732,572,28,5,100.54
1733,572,63,3,116.46
1734,573,2,5,355.4
1735,573,56,1,340.01
1736,573,93,4,235.81
1737,573,100,2,457.25
1738,573,76,5,461.89
1739,574,1,3,146.71
1740,574,97,4,384.53
1741,574,77,3,365.05
1742,574,64,2,256.91
1743,575,65,4,292.96
1744,575,66,3,157.86
1745,575,83,3,354.85
1746,576,69,2,282.37
1747,576,44,3,54.56
1748,576,87,5,458.02
1749,577,40,4,354.85
1750,577,15,2,328.76
1751,577,63,1,116.46
1752,577,41,5,40.26
1753,577,61,4,302.91
1754,578,23,1,143.69
1755,578,98,4,43.3
1756,579,13,4,482.61
1757,579,44,5,54.56
1758,579,24,2,368.25
1759,580,98,2,43.3
1760,581,40,5,354.85
1761,581,40,3,354.85
1762,582,61,1,302.91
1763,582,88,3,285.64
1764,582,79,2,404.28
1765,582,74,2,484.22
1766,582,42,2,290.62
1767,583,99,4,233.44
1768,583,22,2,252.02
1769,584,85,2,327.87
1770,584,42,5,290.62
1771,584,61,5,302.91
1772,584,54,3,496.49
1773,584,30,3,477.48
1774,585,39,3,437.84
1775,585,19,3,396.1
1776,585,43,3,226.5
1777,585,96,3,421.14
1778,586,40,4,354.85
1779,586,73,4,404.83
1780,586,98,4,43.3
1781,586,1,4,146.71
1782,587,53,3,75.17
1783,588,59,3,406.64
1784,588,3,2,245.1
1785,589,85,3,327.87
1786,589,38,3,402.98
1787,590,42,4,290.62
1788,591,42,5,290.62
1789,591,72,2,128.07
1790,591,28,5,100.54
1791,591,65,4,292.96
1792,592,14,1,329.92
1793,592,32,2,337.22
1794,592,42,4,290.62
1795,593,61,1,302.91
1796,593,100,4,457.25
1797,593,89,4,137.78
1798,593,32,3,337.22
1799,593,78,5,340.1
1800,594,8,1,109.01
1801,594,8,3,109.01
1802,594,36,5,85.06
1803,594,48,4,45.78
1804,595,15,4,328.76
1805,595,18,1,214.76
1806,595,42,4,290.62
1807,596,20,5,14.54
1808,596,39,5,437.84
1809,597,72,1,128.07
1810,597,57,2,413.45
1811,598,74,5,484.22
1812,598,98,3,43.3
1813,598,72,5,128.07
1814,599,89,1,137.78
1815,599,18,1,214.76
1816,599,90,3,154.64
1817,600,99,4,233.44
1818,600,96,2,421.14
1819,600,24,3,368.25
1820,601,30,4,477.48
1821,601,47,3,204.01
1822,601,26,3,95.99
1823,601,33,5,346.18
1824,602,18,1,214.76
1825,603,55,4,419.06
1826,603,63,1,116.46
1827,603,68,1,474.77
1828,603,66,3,157.86
1829,604,73,4,404.83
1830,605,65,3,292.96
1831,606,63,3,116.46
1832,606,74,3,484.22
1833,606,82,1,375.97
1834,606,95,1,495.26
1835,606,73,1,404.83
1836,607,100,1,457.25
1837,607,69,2,282.37
1838,607,66,1,157.86
1839,607,74,4,484.22
1840,607,79,2,404.28
1841,608,99,4,233.44
1842,609,60,4,110.98
1843,609,95,2,495.26
1844,609,84,3,167.59
1845,610,24,5,368.25
1846,611,59,5,406.64
1847,611,100,4,457.25
1848,611,3,4,245.1
1849,612,38,1,402.98
1850,612,80,4,116.34
1851,612,3,1,245.1
1852,612,29,3,13.35
1853,612,55,2,419.06
1854,613,29,5,13.35
1855,613,87,3,458.02
1856,613,69,4,282.37
1857,614,99,5,233.44
1858,614,46,5,283.81
1859,615,25,2,370.94
1860,615,27,3,262.49
1861,616,13,1,482.61
1862,616,69,5,282.37
1863,617,100,2,457.25
1864,618,45,1,74.65
1865,618,42,3,290.62
1866,618,30,2,477.48
1867,618,26,3,95.99
1868,618,21,4,149.44
1869,619,30,2,477.48
1870,619,99,3,233.44
1871,619,4,2,69.72
1872,620,16,4,149.85
1873,620,4,4,69.72
1874,620,96,2,421.14
1875,620,49,1,275.17
1876,621,57,4,413.45
1877,621,26,2,95.99
1878,621,99,4,233.44
1879,621,76,1,461.89
1880,622,23,5,143.69
1881,623,93,5,235.81
1882,623,16,2,149.85
1883,623,97,2,384.53
1884,623,16,4,149.85
1885,623,95,5,495.26
1886,624,96,3,421.14
1887,624,54,2,496.49
1888,624,27,1,262.49
1889,625,47,4,204.01
1890,625,33,5,346.18
1891,625,15,4,328.76
1892,625,3,1,245.1
1893,625,49,4,275.17
1894,626,13,3,482.61
1895,626,47,3,204.01
1896,626,9,4,77.26
1897,626,84,3,167.59
1898,627,90,1,154.64
1899,627,84,4,167.59
1900,628,3,3,245.1
1901,628,94,3,78.58
1902,628,6,2,30.61
1903,628,32,2,337.22
1904,629,2,2,355.4
1905,629,67,2,118.31
1906,629,18,4,214.76
1907,629,98,1,43.3
1908,629,8,5,109.01
1909,630,95,3,495.26
1910,630,48,5,45.78
1911,631,21,4,149.44
1912,631,23,2,143.69
1913,631,67,2,118.31
1914,631,95,2,495.26
1915,632,15,2,328.76
1916,632,4,4,69.72
1917,632,27,3,262.49
1918,633,81,3,478.94
1919,633,34,5,348.24
1920,633,42,1,290.62
1921,633,4,3,69.72
1922,634,61,1,302.91
1923,635,53,1,75.17
1924,635,70,4,395.04
1925,636,93,5,235.81
1926,636,22,2,252.02
1927,636,13,1,482.61
1928,636,45,2,74.65
1929,636,12,4,361.51
1930,637,15,4,328.76
1931,638,54,5,496.49
1932,638,57,2,413.45
1933,638,78,1,340.1
1934,638,40,4,354.85
1935,639,33,2,346.18
1936,639,42,5,290.62
1937,639,47,5,204.01
1938,639,86,1,442.58
1939,640,64,5,256.91
1940,640,26,2,95.99
1941,640,29,5,13.35
1942,640,17,2,123.79
1943,641,85,1,327.87
1944,641,96,1,421.14
1945,642,37,5,213.76
1946,642,14,2,329.92
1947,642,29,3,13.35
1948,642,24,3,368.25
1949,643,91,4,289.2
1950,643,86,5,442.58
1951,643,67,5,118.31
1952,644,35,2,311.17
1953,644,42,4,290.62
1954,644,48,2,45.78
1955,644,75,1,129.0
1956,644,96,4,421.14
1957,645,26,2,95.99
1958,646,19,1,396.1
1959,647,21,4,149.44
1960,647,42,1,290.62
1961,648,62,4,372.87
1962,648,45,2,74.65
1963,648,81,5,478.94
1964,648,52,4,194.07
1965,648,28,4,100.54
1966,649,34,5,348.24
1967,649,57,1,413.45
1968,649,96,3,421.14
1969,649,84,5,167.59
1970,649,44,3,54.56
1971,650,33,3,346.18
1972,650,63,5,116.46
1973,651,85,1,327.87
1974,651,86,3,442.58
1975,651,98,5,43.3
1976,651,34,1,348.24
1977,652,55,1,419.06
1978,652,70,2,395.04
1979,652,13,2,482.61
1980,653,15,1,328.76
1981,653,71,3,83.12
1982,653,17,3,123.79
1983,653,40,4,354.85
1984,654,71,1,83.12
1985,654,65,2,292.96
1986,654,51,5,193.49
1987,654,25,2,370.94
1988,655,100,1,457.25
1989,655,26,3,95.99
1990,656,77,2,365.05
1991,656,73,5,404.83
1992,656,68,1,474.77
1993,656,69,3,282.37
1994,656,70,2,395.04
1995,657,22,3,252.02
1996,657,21,1,149.44
1997,657,88,2,285.64
1998,657,82,5,375.97
1999,657,29,2,13.35
2000,658,79,4,404.28
2001,658,26,3,95.99
2002,658,7,4,462.76
2003,658,38,4,402.98
2004,658,67,4,118.31
2005,659,60,3,110.98
2006,659,18,3,214.76
2007,659,1,1,146.71
2008,659,33,5,346.18
2009,660,27,5,262.49
2010,660,77,1,365.05
2011,660,8,4,109.01
2012,661,19,4,396.1
2013,661,21,2,149.44
2014,662,21,4,149.44
2015,662,51,5,193.49
2016,662,25,2,370.94
2017,662,45,1,74.65
2018,663,36,2,85.06
2019,663,52,1,194.07
2020,664,87,2,458.02
2021,664,27,4,262.49
2022,664,19,3,396.1
2023,664,98,3,43.3
2024,664,2,1,355.4
2025,665,40,5,354.85
2026,665,14,5,329.92
2027,665,61,2,302.91
2028,665,85,4,327.87
2029,665,39,1,437.84
2030,666,96,5,421.14
2031,666,59,2,406.64
2032,666,10,3,128.8
2033,666,35,1,311.17
2034,666,49,3,275.17
2035,667,81,4,478.94
2036,668,75,2,129.0
2037,668,91,4,289.2
2038,668,98,3,43.3
2039,668,29,5,13.35
2040,669,12,5,361.51
2041,670,47,2,204.01
2042,670,86,4,442.58
2043,670,90,4,154.64
2044,670,54,1,496.49
2045,670,82,1,375.97
2046,671,93,3,235.81
2047,671,33,5,346.18
2048,671,43,4,226.5
2049,672,46,1,283.81
2050,672,2,1,355.4
2051,672,92,4,136.09
2052,673,75,4,129.0
2053,673,29,5,13.35
2054,674,86,3,442.58
2055,674,14,4,329.92
2056,674,72,5,128.07
2057,674,73,4,404.83
2058,675,67,4,118.31
2059,675,6,5,30.61
2060,675,14,5,329.92
2061,675,83,1,354.85
2062,675,74,1,484.22
2063,676,98,2,43.3
2064,677,75,5,129.0
2065,677,54,4,496.49
2066,677,92,1,136.09
2067,678,83,4,354.85
2068,678,59,5,406.64
2069,678,67,1,118.31
2070,679,81,4,478.94
2071,679,86,1,442.58
2072,679,28,5,100.54
2073,679,24,1,368.25
2074,680,13,3,482.61
2075,680,53,1,75.17
2076,680,94,4,78.58
2077,681,46,3,283.81
2078,681,46,2,283.81
2079,681,36,4,85.06
2080,682,42,4,290.62
2081,683,99,2,233.44
2082,683,27,5,262.49
2083,683,99,5,233.44
2084,684,95,4,495.26
2085,684,97,3,384.53
2086,684,100,2,457.25
2087,685,12,3,361.51
2088,685,46,5,283.81
2089,685,69,2,282.37
2090,685,41,3,40.26
2091,686,93,1,235.81
2092,687,41,5,40.26
2093,687,64,2,256.91
2094,687,97,4,384.53
2095,687,26,3,95.99
2096,688,45,3,74.65
2097,688,57,3,413.45
2098,688,97,2,384.53
2099,688,22,3,252.02
2100,689,15,2,328.76
2101,690,40,5,354.85
2102,690,90,5,154.64
2103,690,38,5,402.98
2104,690,69,2,282.37
2105,690,51,5,193.49
2106,691,26,1,95.99
2107,692,92,5,136.09
2108,693,34,2,348.24
2109,693,92,3,136.09
2110,693,69,3,282.37
2111,693,51,2,193.49
2112,694,14,3,329.92
2113,694,79,5,404.28
2114,694,11,3,322.59
2115,694,29,4,13.35
2116,695,32,5,337.22
2117,696,86,3,442.58
2118,696,4,4,69.72
2119,697,89,2,137.78
2120,697,32,2,337.22
2121,698,83,2,354.85
2122,698,19,1,396.1
2123,698,38,2,402.98
2124,698,3,5,245.1
2125,699,57,4,413.45
2126,699,72,5,128.07
2127,699,73,2,404.83
2128,699,53,2,75.17
2129,700,75,4,129.0
2130,700,81,5,478.94
2131,700,50,3,25.55
2132,700,91,3,289.2
2133,700,34,4,348.24
2134,701,47,2,204.01
2135,701,41,5,40.26
2136,701,46,1,283.81
2137,702,42,2,290.62
2138,702,69,5,282.37
2139,703,13,5,482.61
2140,703,91,4,289.2
2141,704,41,1,40.26
2142,704,78,2,340.1
2143,704,93,3,235.81
2144,704,92,5,136.09
2145,704,29,4,13.35
2146,705,74,1,484.22
2147,705,59,5,406.64
2148,705,57,4,413.45
2149,706,56,1,340.01
2150,706,22,1,252.02
2151,706,72,4,128.07
2152,706,72,1,128.07
2153,706,45,4,74.65
2154,707,9,3,77.26
2155,707,9,3,77.26
2156,708,33,1,346.18
2157,708,92,5,136.09
2158,708,63,4,116.46
2159,708,91,2,289.2
2160,708,51,2,193.49
2161,709,40,5,354.85
2162,709,90,3,154.64
2163,709,43,2,226.5
2164,709,73,5,404.83
2165,710,19,5,396.1
2166,710,88,5,285.64
2167,710,41,1,40.26
2168,710,79,1,404.28
2169,711,76,1,461.89
2170,711,100,1,457.25
2171,711,79,1,404.28
2172,712,53,2,75.17
2173,712,94,2,78.58
2174,712,32,5,337.22
2175,712,100,2,457.25
2176,712,24,1,368.25
2177,713,94,1,78.58
2178,713,43,1,226.5
2179,713,13,4,482.61
2180,713,74,4,484.22
2181,714,49,4,275.17
2182,714,18,3,214.76
2183,714,24,1,368.25
2184,714,40,3,354.85
2185,715,91,4,289.2
2186,715,33,4,346.18
2187,716,24,3,368.25
2188,717,26,2,95.99
2189,717,45,1,74.65
2190,717,44,4,54.56
2191,717,97,1,384.53
2192,718,33,1,346.18
2193,718,78,1,340.1
2194,718,72,1,128.07
2195,718,88,3,285.64
2196,718,13,2,482.61
2197,719,68,1,474.77
2198,720,42,4,290.62
2199,721,4,5,69.72
2200,721,73,3,404.83
2201,721,9,2,77.26
2202,722,82,5,375.97
2203,722,64,2,256.91
2204,723,28,3,100.54
2205,723,13,2,482.61
2206,723,77,3,365.05
2207,723,74,2,484.22
2208,723,57,2,413.45
2209,724,20,4,14.54
2210,724,4,5,69.72
2211,724,5,5,411.0
2212,724,16,3,149.85
2213,724,38,1,402.98
2214,725,88,2,285.64
2215,725,76,5,461.89
2216,725,22,1,252.02
2217,726,25,5,370.94
2218,726,20,5,14.54
2219,726,44,4,54.56
2220,726,85,5,327.87
2221,727,58,1,145.07
2222,727,86,5,442.58
2223,727,9,3,77.26
2224,727,32,3,337.22
2225,728,31,4,138.16
